,Invoice_ID,Branch,Customer_type,Gender,Product_line,Unit_price,Quantity,Date,Time,Payment,Rating,Tax_5%,Total,City
1743,137-63-5492,C,Normal,Male,Electronic accessories,58.76,10,2019-01-29,14:26:00,Ewallet,9.0,29.380000000000003,616.98,Naypyitaw
1746,733-29-1227,C,Normal,Male,Home and lifestyle,55.61,7,2019-03-23,12:41:00,Cash,8.5,19.4635,408.7335,Naypyitaw
1747,451-73-2711,C,Normal,Male,Food and beverages,84.83,1,2019-01-14,15:20:00,Ewallet,8.8,4.2415,89.0715,Naypyitaw
1750,345-68-9016,C,Member,Female,Sports and travel,31.67,8,2019-01-02,16:19:00,Credit card,5.6,12.668000000000001,266.028,Naypyitaw
1751,390-17-5806,C,Member,Female,Food and beverages,38.42,1,2019-02-02,16:33:00,Cash,8.6,1.9210000000000003,40.341,Naypyitaw
1753,664-14-2882,C,Member,Female,Home and lifestyle,10.53,5,2019-01-30,14:43:00,Credit card,5.8,2.6325000000000003,55.2825,Naypyitaw
1755,314-23-4520,C,Member,Male,Health and beauty,81.23,7,2019-01-15,20:44:00,Cash,9.0,28.430500000000002,597.0405000000001,Naypyitaw
1760,288-38-3758,C,Member,Female,Fashion accessories,84.87,3,2019-01-25,18:30:00,Ewallet,7.4,12.730500000000001,267.3405,Naypyitaw
1772,801-88-0346,C,Normal,Female,Fashion accessories,76.06,3,2019-01-05,20:30:00,Credit card,9.8,11.409,239.589,Naypyitaw
1777,759-98-4285,C,Member,Female,Health and beauty,85.87,7,2019-02-27,19:01:00,Credit card,8.0,30.054500000000004,631.1445,Naypyitaw
1778,201-63-8275,C,Member,Female,Sports and travel,67.99,7,2019-02-17,16:50:00,Ewallet,5.7,23.796499999999998,499.72649999999993,Naypyitaw
1779,471-06-8611,C,Normal,Female,Food and beverages,52.42,1,2019-02-06,10:22:00,Credit card,6.3,2.6210000000000004,55.041000000000004,Naypyitaw
1780,200-16-5952,C,Member,Male,Food and beverages,65.65,2,2019-01-17,16:46:00,Cash,6.0,6.565000000000001,137.865,Naypyitaw
1782,102-77-2261,C,Member,Male,Health and beauty,65.31,7,2019-03-05,18:02:00,Credit card,4.2,22.858500000000003,480.0285,Naypyitaw
1784,102-06-2002,C,Member,Male,Sports and travel,25.25,5,2019-03-20,17:52:00,Cash,6.1,6.3125,132.5625,Naypyitaw
1786,629-42-4133,C,Normal,Male,Health and beauty,21.8,8,2019-02-19,19:24:00,Cash,8.3,8.72,183.12,Naypyitaw
1789,468-99-7231,C,Normal,Female,Home and lifestyle,44.01,8,2019-03-03,17:36:00,Cash,8.8,17.604,369.68399999999997,Naypyitaw
1790,516-77-6464,C,Member,Female,Health and beauty,10.16,5,2019-02-24,13:08:00,Ewallet,4.1,2.54,53.339999999999996,Naypyitaw
1792,886-77-9084,C,Normal,Male,Electronic accessories,71.89,8,2019-02-19,11:33:00,Ewallet,5.5,28.756,603.876,Naypyitaw
1793,790-38-4466,C,Normal,Female,Health and beauty,10.99,5,2019-01-23,10:18:00,Credit card,9.3,2.7475000000000005,57.697500000000005,Naypyitaw
1794,704-10-4056,C,Member,Male,Health and beauty,60.47,3,2019-01-14,10:55:00,Credit card,5.6,9.070500000000001,190.4805,Naypyitaw
1797,400-80-4065,C,Member,Male,Health and beauty,68.55,4,2019-02-15,20:21:00,Credit card,9.2,13.71,287.90999999999997,Naypyitaw
1802,443-60-9639,C,Member,Female,Home and lifestyle,60.87,1,2019-01-24,13:24:00,Cash,5.5,3.0435,63.9135,Naypyitaw
1805,401-09-4232,C,Member,Male,Home and lifestyle,86.69,5,2019-02-11,18:38:00,Ewallet,9.4,21.6725,455.1225,Naypyitaw
1807,324-41-6833,C,Member,Female,Electronic accessories,30.2,8,2019-03-03,19:30:00,Ewallet,5.1,12.08,253.68,Naypyitaw
1808,474-33-8305,C,Member,Male,Fashion accessories,67.39,7,2019-03-23,13:23:00,Ewallet,6.9,23.5865,495.3165,Naypyitaw
1815,189-55-2313,C,Normal,Female,Fashion accessories,62.18,10,2019-01-31,10:33:00,Ewallet,6.0,31.09,652.89,Naypyitaw
1818,815-04-6282,C,Member,Female,Sports and travel,64.97,5,2019-02-08,12:52:00,Credit card,6.5,16.242500000000003,341.09250000000003,Naypyitaw
1822,477-59-2456,C,Normal,Female,Fashion accessories,45.44,7,2019-01-23,11:15:00,Cash,9.2,15.904,333.984,Naypyitaw
1828,784-21-9238,C,Member,Male,Sports and travel,10.17,1,2019-02-07,14:15:00,Cash,5.9,0.5085000000000001,10.6785,Naypyitaw
1834,538-22-0304,C,Normal,Male,Electronic accessories,64.95,10,2019-03-24,18:27:00,Cash,5.2,32.475,681.975,Naypyitaw
1844,660-29-7083,C,Normal,Male,Electronic accessories,55.87,10,2019-01-15,15:01:00,Cash,5.8,27.935,586.6349999999999,Naypyitaw
1845,271-77-8740,C,Member,Female,Sports and travel,29.22,6,2019-01-01,11:40:00,Ewallet,5.0,8.766,184.08599999999998,Naypyitaw
1849,549-23-9016,C,Member,Female,Food and beverages,14.87,2,2019-02-13,18:15:00,Credit card,8.9,1.487,31.226999999999997,Naypyitaw
1853,862-29-5914,C,Normal,Female,Sports and travel,22.38,1,2019-01-30,17:08:00,Credit card,8.6,1.119,23.499,Naypyitaw
1854,845-94-6841,C,Member,Female,Food and beverages,72.88,9,2019-01-08,19:38:00,Cash,4.0,32.796,688.716,Naypyitaw
1858,658-66-3967,C,Normal,Male,Health and beauty,53.19,7,2019-01-14,15:42:00,Ewallet,5.0,18.6165,390.94649999999996,Naypyitaw
1866,848-95-6252,C,Member,Female,Home and lifestyle,86.27,1,2019-02-20,13:24:00,Ewallet,7.0,4.3135,90.5835,Naypyitaw
1871,176-78-1170,C,Member,Male,Health and beauty,33.81,3,2019-01-26,15:11:00,Ewallet,7.3,5.0715,106.50150000000001,Naypyitaw
1873,101-81-4070,C,Member,Female,Health and beauty,62.82,2,2019-01-17,12:36:00,Ewallet,4.9,6.282,131.922,Naypyitaw
1874,631-34-1880,C,Member,Male,Food and beverages,24.31,3,2019-01-08,19:09:00,Credit card,4.3,3.6464999999999996,76.5765,Naypyitaw
1877,584-66-4073,C,Normal,Male,Fashion accessories,56.5,1,2019-03-13,15:45:00,Ewallet,9.6,2.825,59.325,Naypyitaw
1881,154-87-7367,C,Normal,Male,Home and lifestyle,65.26,8,2019-03-15,14:04:00,Ewallet,6.3,26.104000000000003,548.1840000000001,Naypyitaw
1882,885-56-0389,C,Member,Male,Fashion accessories,52.35,1,2019-02-12,17:49:00,Cash,4.0,2.6175,54.9675,Naypyitaw
1887,115-38-7388,C,Member,Female,Fashion accessories,10.18,8,2019-03-30,12:51:00,Credit card,9.5,4.072,85.512,Naypyitaw
1894,137-74-8729,C,Normal,Female,Fashion accessories,12.19,8,2019-03-13,12:47:00,Ewallet,6.8,4.876,102.396,Naypyitaw
1896,389-70-2397,C,Normal,Female,Health and beauty,83.66,5,2019-02-21,10:26:00,Cash,7.2,20.915,439.215,Naypyitaw
1898,607-76-6216,C,Member,Female,Fashion accessories,92.49,5,2019-03-02,16:35:00,Credit card,8.6,23.122500000000002,485.5725,Naypyitaw
1902,781-84-8059,C,Normal,Male,Fashion accessories,60.74,7,2019-01-18,16:23:00,Ewallet,5.0,21.259,446.439,Naypyitaw
1903,409-49-6995,C,Member,Female,Food and beverages,47.27,6,2019-02-05,10:17:00,Cash,8.8,14.181000000000001,297.801,Naypyitaw
1904,725-54-0677,C,Member,Male,Health and beauty,85.6,7,2019-03-02,13:50:00,Cash,5.3,29.959999999999997,629.16,Naypyitaw
1906,377-79-7592,C,Member,Female,Electronic accessories,44.84,9,2019-01-14,14:00:00,Credit card,7.5,20.178000000000004,423.73800000000006,Naypyitaw
1910,545-07-8534,C,Normal,Female,Health and beauty,58.32,2,2019-02-14,12:42:00,Ewallet,6.0,5.832000000000001,122.47200000000001,Naypyitaw
1911,118-62-1812,C,Member,Female,Home and lifestyle,78.38,4,2019-03-24,17:56:00,Cash,7.9,15.676,329.19599999999997,Naypyitaw
1912,450-42-3339,C,Normal,Male,Health and beauty,84.61,10,2019-02-09,18:58:00,Credit card,8.8,42.30500000000001,888.405,Naypyitaw
1917,151-27-8496,C,Normal,Female,Electronic accessories,56.13,4,2019-01-19,11:43:00,Ewallet,8.6,11.226,235.746,Naypyitaw
1921,717-96-4189,C,Normal,Female,Electronic accessories,35.49,6,2019-02-02,12:40:00,Cash,4.1,10.647,223.587,Naypyitaw
1922,722-13-2115,C,Member,Male,Sports and travel,42.85,1,2019-03-14,15:36:00,Credit card,9.3,2.1425,44.9925,Naypyitaw
1926,246-55-6923,C,Member,Female,Home and lifestyle,35.79,9,2019-03-10,15:06:00,Credit card,5.1,16.105500000000003,338.2155,Naypyitaw
1928,838-02-1821,C,Member,Female,Home and lifestyle,12.73,2,2019-02-22,12:10:00,Credit card,5.2,1.2730000000000001,26.733,Naypyitaw
1929,887-42-0517,C,Normal,Female,Sports and travel,83.14,7,2019-01-10,10:31:00,Credit card,6.6,29.099000000000004,611.0790000000001,Naypyitaw
1930,457-12-0244,C,Member,Female,Sports and travel,35.22,6,2019-03-14,13:49:00,Ewallet,6.5,10.566,221.886,Naypyitaw
1937,756-93-1854,C,Member,Female,Fashion accessories,83.35,2,2019-02-02,14:05:00,Credit card,9.5,8.334999999999999,175.035,Naypyitaw
1939,458-10-8612,C,Normal,Male,Health and beauty,64.08,7,2019-01-20,12:27:00,Ewallet,7.6,22.428,470.988,Naypyitaw
1941,235-06-8510,C,Member,Male,Home and lifestyle,85.72,3,2019-01-24,20:59:00,Ewallet,5.1,12.857999999999999,270.018,Naypyitaw
1942,433-08-7822,C,Normal,Female,Health and beauty,78.89,7,2019-01-05,19:48:00,Ewallet,7.5,27.611500000000003,579.8415,Naypyitaw
1945,500-02-2261,C,Normal,Female,Food and beverages,57.29,6,2019-03-21,17:04:00,Ewallet,5.9,17.187,360.927,Naypyitaw
1947,702-83-5291,C,Member,Male,Fashion accessories,99.82,9,2019-03-27,10:43:00,Cash,6.6,44.919,943.2989999999999,Naypyitaw
1952,859-97-6048,C,Member,Male,Electronic accessories,84.25,2,2019-03-26,14:13:00,Credit card,5.3,8.425,176.925,Naypyitaw
1954,373-88-1424,C,Member,Male,Home and lifestyle,35.81,5,2019-02-06,18:44:00,Ewallet,7.9,8.9525,188.0025,Naypyitaw
1959,784-08-0310,C,Member,Female,Food and beverages,21.04,4,2019-01-13,13:58:00,Cash,7.6,4.208,88.368,Naypyitaw
1962,577-34-7579,C,Member,Male,Food and beverages,50.49,9,2019-01-10,17:16:00,Cash,5.4,22.7205,477.13050000000004,Naypyitaw
1964,867-47-1948,C,Normal,Female,Home and lifestyle,15.8,10,2019-01-09,12:07:00,Cash,7.8,7.9,165.9,Naypyitaw
1966,256-58-3609,C,Member,Male,Fashion accessories,91.98,1,2019-03-18,15:29:00,Cash,9.8,4.599,96.57900000000001,Naypyitaw
1969,364-34-2972,C,Member,Male,Electronic accessories,96.82,3,2019-03-30,20:37:00,Cash,6.7,14.523,304.983,Naypyitaw
1980,744-82-9138,C,Normal,Male,Fashion accessories,86.13,2,2019-02-07,17:59:00,Cash,8.2,8.613,180.873,Naypyitaw
1986,728-47-9078,C,Member,Male,Food and beverages,59.59,4,2019-01-19,12:46:00,Cash,9.8,11.918000000000001,250.27800000000002,Naypyitaw
1989,148-41-7930,C,Normal,Male,Health and beauty,99.96,7,2019-01-23,10:33:00,Cash,6.1,34.986,734.7059999999999,Naypyitaw
1990,189-40-5216,C,Normal,Male,Electronic accessories,96.37,7,2019-01-09,11:40:00,Cash,6.0,33.7295,708.3195000000001,Naypyitaw
1994,267-62-7380,C,Member,Male,Electronic accessories,82.34,10,2019-03-29,19:12:00,Ewallet,4.3,41.17000000000001,864.57,Naypyitaw
2000,652-49-6720,C,Member,Female,Electronic accessories,60.95,1,2019-02-18,11:40:00,Ewallet,5.9,3.0475000000000003,63.9975,Naypyitaw
2001,233-67-5758,C,Normal,Male,Health and beauty,40.35,1,2019-01-29,13:46:00,Ewallet,6.2,2.0175,42.3675,Naypyitaw
2021,692-92-5582,B,Normal,Male,Food and beverages,54.84,3,2019-02-20,13:27:00,Credit card,5.9,8.226,172.746,Mandalay
2022,351-62-0822,B,Normal,Male,Fashion accessories,14.48,4,2019-02-06,18:07:00,Ewallet,4.5,2.8960000000000004,60.816,Mandalay
2023,529-56-3974,B,Normal,Male,Electronic accessories,25.51,4,2019-03-09,17:03:00,Cash,6.8,5.102,107.14200000000001,Mandalay
2027,299-46-1805,B,Normal,Male,Sports and travel,93.72,6,2019-01-15,16:19:00,Cash,4.5,28.116,590.4359999999999,Mandalay
2031,319-50-3348,B,Normal,Male,Home and lifestyle,40.3,2,2019-03-11,15:30:00,Ewallet,4.4,4.03,84.63,Mandalay
2033,371-85-5789,B,Normal,Male,Health and beauty,87.98,3,2019-03-05,10:40:00,Ewallet,5.1,13.197000000000001,277.137,Mandalay
2034,273-16-6619,B,Normal,Male,Home and lifestyle,33.2,2,2019-03-15,12:20:00,Credit card,4.4,3.3200000000000003,69.72,Mandalay
2038,649-29-6775,B,Normal,Male,Fashion accessories,33.52,1,2019-02-08,15:31:00,Cash,6.7,1.6760000000000002,35.196000000000005,Mandalay
2040,145-94-9061,B,Normal,Male,Food and beverages,88.36,5,2019-01-25,19:48:00,Cash,9.6,22.090000000000003,463.89,Mandalay
2042,871-79-8483,B,Normal,Male,Fashion accessories,94.13,5,2019-02-25,19:39:00,Credit card,4.8,23.5325,494.1825,Mandalay
2043,149-71-6266,B,Normal,Male,Sports and travel,78.07,9,2019-01-28,12:43:00,Cash,4.5,35.131499999999996,737.7614999999998,Mandalay
2044,640-49-2076,B,Normal,Male,Sports and travel,83.78,8,2019-01-10,14:49:00,Cash,5.1,33.512,703.752,Mandalay
2051,777-82-7220,B,Normal,Male,Home and lifestyle,30.12,8,2019-03-03,13:01:00,Cash,7.7,12.048000000000002,253.008,Mandalay
2052,280-35-5823,B,Normal,Male,Home and lifestyle,86.72,1,2019-01-17,18:45:00,Ewallet,7.9,4.336,91.056,Mandalay
2054,354-25-5821,B,Normal,Male,Sports and travel,69.12,6,2019-02-08,13:03:00,Cash,5.6,20.736000000000004,435.456,Mandalay
2057,132-32-9879,B,Normal,Male,Electronic accessories,93.96,4,2019-03-09,18:00:00,Cash,9.5,18.791999999999998,394.63199999999995,Mandalay
2058,370-41-7321,B,Normal,Male,Health and beauty,56.69,9,2019-02-27,17:24:00,Credit card,8.4,25.5105,535.7205,Mandalay
2059,727-46-3608,B,Normal,Male,Food and beverages,20.01,9,2019-02-06,15:47:00,Ewallet,4.1,9.0045,189.0945,Mandalay
2060,669-54-1719,B,Normal,Male,Electronic accessories,18.93,6,2019-02-10,12:45:00,Credit card,8.1,5.679,119.259,Mandalay
2064,616-24-2851,B,Normal,Female,Fashion accessories,17.87,4,2019-03-22,14:42:00,Ewallet,6.5,3.5740000000000003,75.054,Mandalay
2066,242-55-6721,B,Normal,Male,Home and lifestyle,16.16,2,2019-03-07,11:49:00,Ewallet,6.5,1.616,33.936,Mandalay
2074,347-34-2234,B,Normal,Female,Sports and travel,55.07,9,2019-02-03,13:40:00,Ewallet,10.0,24.7815,520.4115,Mandalay
2076,853-23-2453,B,Normal,Male,Health and beauty,75.74,4,2019-02-14,14:35:00,Cash,7.6,15.148,318.108,Mandalay
2079,109-28-2512,B,Normal,Female,Fashion accessories,97.61,6,2019-01-07,15:01:00,Ewallet,9.9,29.283,614.943,Mandalay
2084,510-95-6347,B,Normal,Female,Food and beverages,48.52,3,2019-03-05,18:17:00,Ewallet,4.0,7.2780000000000005,152.838,Mandalay
2093,847-38-7188,B,Normal,Female,Food and beverages,96.68,3,2019-01-26,19:56:00,Ewallet,6.4,14.502000000000002,304.54200000000003,Mandalay
2101,318-68-5053,B,Normal,Female,Health and beauty,76.99,6,2019-02-27,17:55:00,Cash,6.1,23.096999999999998,485.0369999999999,Mandalay
2105,152-08-9985,B,Member,Male,Health and beauty,64.36,9,2019-03-12,12:09:00,Credit card,8.6,28.962000000000003,608.202,Mandalay
2108,766-85-7061,B,Normal,Male,Health and beauty,87.87,10,2019-03-29,10:25:00,Ewallet,5.1,43.935,922.635,Mandalay
2111,733-01-9107,B,Normal,Male,Home and lifestyle,82.7,6,2019-03-05,18:14:00,Cash,7.4,24.810000000000002,521.01,Mandalay
2116,716-39-1409,B,Normal,Male,Health and beauty,30.35,7,2019-03-19,18:19:00,Cash,8.0,10.622500000000002,223.07250000000002,Mandalay
2122,479-26-8945,B,Member,Female,Sports and travel,16.49,2,2019-02-05,11:32:00,Ewallet,4.6,1.649,34.629,Mandalay
2124,227-78-1148,B,Normal,Female,Fashion accessories,72.84,7,2019-02-15,12:44:00,Cash,8.4,25.494,535.374,Mandalay
2128,291-32-1427,B,Member,Male,Fashion accessories,21.94,5,2019-03-05,12:29:00,Ewallet,5.3,5.485,115.185,Mandalay
2129,659-65-8956,B,Member,Male,Fashion accessories,51.36,1,2019-01-16,15:26:00,Ewallet,5.2,2.568,53.928,Mandalay
2131,378-24-2715,B,Normal,Male,Home and lifestyle,53.44,2,2019-01-20,20:38:00,Ewallet,4.1,5.344,112.22399999999999,Mandalay
2134,219-22-9386,B,Member,Male,Sports and travel,99.96,9,2019-03-09,17:26:00,Credit card,4.2,44.982,944.622,Mandalay
2136,268-27-6179,B,Member,Female,Fashion accessories,56.47,8,2019-03-09,14:57:00,Ewallet,7.3,22.588,474.348,Mandalay
2141,549-84-7482,B,Normal,Female,Sports and travel,90.28,9,2019-02-08,11:15:00,Ewallet,7.2,40.626000000000005,853.146,Mandalay
2142,191-10-6171,B,Normal,Female,Fashion accessories,39.62,7,2019-01-25,13:18:00,Cash,7.5,13.866999999999999,291.207,Mandalay
2144,695-51-0018,B,Normal,Female,Sports and travel,34.84,4,2019-02-10,18:36:00,Cash,7.4,6.968000000000001,146.328,Mandalay
2145,590-83-4591,B,Member,Male,Electronic accessories,87.45,6,2019-02-17,14:40:00,Credit card,8.8,26.235000000000003,550.9350000000001,Mandalay
2150,241-72-9525,B,Normal,Male,Sports and travel,51.91,10,2019-02-16,12:21:00,Cash,8.2,25.955,545.055,Mandalay
2160,262-47-2794,B,Member,Male,Home and lifestyle,71.86,8,2019-03-06,15:07:00,Credit card,6.2,28.744,603.624,Mandalay
2162,608-96-3517,B,Member,Female,Fashion accessories,91.54,4,2019-03-23,19:20:00,Credit card,4.8,18.308000000000003,384.468,Mandalay
2168,279-74-2924,B,Member,Male,Electronic accessories,72.17,1,2019-01-04,19:40:00,Cash,6.1,3.6085000000000003,75.77850000000001,Mandalay
2169,307-85-2293,B,Normal,Male,Home and lifestyle,50.28,5,2019-03-07,13:58:00,Ewallet,9.7,12.57,263.97,Mandalay
2170,743-04-1105,B,Member,Male,Health and beauty,97.22,9,2019-03-30,14:43:00,Ewallet,6.0,43.749,918.729,Mandalay
2171,423-57-2993,B,Normal,Male,Sports and travel,93.39,6,2019-03-27,19:18:00,Ewallet,10.0,28.017000000000003,588.3570000000001,Mandalay
2176,548-46-9322,B,Normal,Male,Food and beverages,39.9,10,2019-02-20,15:24:00,Credit card,5.9,19.950000000000003,418.95,Mandalay
2177,505-02-0892,B,Member,Male,Health and beauty,42.57,8,2019-02-25,14:12:00,Ewallet,5.6,17.028000000000002,357.588,Mandalay
2183,316-55-4634,B,Member,Male,Food and beverages,80.05,5,2019-01-26,12:45:00,Credit card,9.4,20.012500000000003,420.2625,Mandalay
2185,608-27-6295,B,Member,Male,Electronic accessories,52.89,6,2019-01-19,17:34:00,Credit card,9.8,15.867000000000003,333.20700000000005,Mandalay
2186,414-12-7047,B,Normal,Male,Food and beverages,19.79,8,2019-01-18,12:04:00,Ewallet,8.7,7.916,166.236,Mandalay
2197,895-66-0685,B,Member,Male,Food and beverages,18.08,3,2019-03-05,19:46:00,Ewallet,8.0,2.7119999999999997,56.952,Mandalay
2198,305-14-0245,B,Member,Female,Home and lifestyle,94.49,8,2019-03-03,19:00:00,Ewallet,7.5,37.796,793.716,Mandalay
2199,732-04-5373,B,Member,Male,Home and lifestyle,46.47,4,2019-02-08,10:53:00,Cash,7.0,9.294,195.174,Mandalay
2202,284-34-9626,B,Normal,Female,Home and lifestyle,77.04,3,2019-02-11,10:39:00,Credit card,7.2,11.556000000000001,242.67600000000002,Mandalay
2203,437-58-8131,B,Normal,Female,Fashion accessories,73.52,2,2019-01-15,13:41:00,Ewallet,4.6,7.352,154.392,Mandalay
2205,641-43-2399,B,Normal,Male,Home and lifestyle,25.55,4,2019-01-26,20:23:00,Ewallet,5.7,5.11,107.31,Mandalay
2213,542-41-0513,B,Member,Female,Electronic accessories,57.49,4,2019-03-15,11:57:00,Cash,6.6,11.498000000000001,241.458,Mandalay
2215,875-46-5808,B,Member,Male,Health and beauty,25.9,10,2019-02-06,14:51:00,Ewallet,8.7,12.950000000000001,271.95,Mandalay
2216,394-43-4238,B,Member,Male,Home and lifestyle,17.77,5,2019-02-15,12:42:00,Credit card,5.4,4.4425,93.29249999999999,Mandalay
2220,573-58-9734,B,Normal,Female,Fashion accessories,30.37,3,2019-03-28,13:41:00,Ewallet,5.1,4.5555,95.6655,Mandalay
2221,817-69-8206,B,Normal,Female,Electronic accessories,99.73,9,2019-03-02,19:42:00,Credit card,6.5,44.8785,942.4485000000001,Mandalay
2224,142-63-6033,B,Normal,Male,Home and lifestyle,92.36,5,2019-03-20,19:17:00,Ewallet,4.9,23.090000000000003,484.89,Mandalay
2225,656-16-1063,B,Normal,Male,Sports and travel,46.42,3,2019-01-04,13:24:00,Credit card,4.4,6.963,146.22299999999998,Mandalay
2226,891-58-8335,B,Member,Female,Sports and travel,29.61,7,2019-03-11,15:53:00,Cash,6.5,10.3635,217.63349999999997,Mandalay
2228,560-30-5617,B,Normal,Female,Sports and travel,24.77,5,2019-03-24,18:27:00,Cash,8.5,6.1925,130.0425,Mandalay
2230,549-03-9315,B,Normal,Male,Fashion accessories,94.87,8,2019-02-12,12:58:00,Ewallet,8.7,37.948,796.908,Mandalay
2231,790-29-1172,B,Normal,Female,Food and beverages,57.34,3,2019-03-10,18:59:00,Credit card,7.9,8.601,180.621,Mandalay
2232,239-36-3640,B,Normal,Male,Electronic accessories,45.35,6,2019-01-31,13:44:00,Ewallet,6.1,13.605000000000002,285.70500000000004,Mandalay
2233,468-01-2051,B,Normal,Male,Food and beverages,62.08,7,2019-03-06,13:46:00,Ewallet,5.4,21.728,456.288,Mandalay
2238,836-82-5858,B,Member,Male,Health and beauty,69.37,9,2019-01-26,19:14:00,Ewallet,4.0,31.216500000000003,655.5465,Mandalay
2240,466-61-5506,B,Member,Female,Electronic accessories,90.7,6,2019-02-26,10:52:00,Cash,5.3,27.210000000000004,571.4100000000001,Mandalay
2242,289-65-5721,B,Normal,Female,Fashion accessories,81.37,2,2019-01-26,19:28:00,Cash,6.5,8.137,170.877,Mandalay
2243,545-46-3100,B,Member,Female,Electronic accessories,10.59,3,2019-03-12,13:52:00,Credit card,8.7,1.5885,33.3585,Mandalay
2244,418-02-5978,B,Normal,Female,Health and beauty,84.09,9,2019-02-11,10:54:00,Cash,8.0,37.840500000000006,794.6505000000001,Mandalay
2245,269-04-5750,B,Member,Male,Fashion accessories,73.82,4,2019-02-21,18:31:00,Cash,6.7,14.764,310.044,Mandalay
2250,346-84-3103,B,Member,Female,Electronic accessories,13.22,5,2019-03-02,19:26:00,Cash,4.3,3.3050000000000006,69.40500000000002,Mandalay
2256,376-02-8238,B,Normal,Male,Home and lifestyle,93.87,8,2019-02-02,18:42:00,Credit card,8.3,37.548,788.508,Mandalay
2258,866-05-7563,B,Member,Female,Electronic accessories,81.4,3,2019-02-09,19:43:00,Cash,4.8,12.21,256.41,Mandalay
2261,785-13-7708,B,Normal,Male,Food and beverages,73.06,7,2019-01-14,19:06:00,Credit card,4.2,25.571,536.991,Mandalay
2262,845-51-0542,B,Member,Male,Food and beverages,46.55,9,2019-02-02,15:34:00,Ewallet,6.4,20.9475,439.8975,Mandalay
2267,110-48-7033,B,Member,Male,Fashion accessories,32.62,4,2019-01-29,14:12:00,Cash,9.0,6.524,137.004,Mandalay
2274,655-85-5130,B,Member,Female,Fashion accessories,38.3,4,2019-03-13,19:22:00,Cash,5.7,7.66,160.85999999999999,Mandalay
2276,154-74-7179,B,Normal,Male,Sports and travel,54.45,1,2019-02-26,19:24:00,Ewallet,7.9,2.7225,57.1725,Mandalay
2279,571-94-0759,B,Member,Female,Food and beverages,74.6,10,2019-01-08,20:55:00,Cash,9.5,37.300000000000004,783.3,Mandalay
2282,783-09-1637,B,Normal,Female,Sports and travel,67.43,5,2019-03-06,18:13:00,Ewallet,6.3,16.8575,354.00750000000005,Mandalay
2286,477-24-6490,B,Normal,Female,Health and beauty,99.71,6,2019-02-26,16:52:00,Ewallet,7.9,29.913,628.173,Mandalay
2287,566-19-5475,B,Normal,Male,Fashion accessories,47.97,7,2019-01-07,20:52:00,Cash,6.2,16.7895,352.57949999999994,Mandalay
2297,498-41-1961,B,Normal,Male,Health and beauty,66.68,5,2019-02-20,18:01:00,Cash,7.6,16.67,350.07000000000005,Mandalay
2300,283-79-9594,B,Normal,Female,Food and beverages,48.51,7,2019-01-25,13:30:00,Credit card,5.2,16.9785,356.5485,Mandalay
2302,139-20-0155,B,Member,Male,Electronic accessories,40.3,10,2019-01-24,17:37:00,Credit card,7.0,20.150000000000002,423.15,Mandalay
2306,585-03-5943,B,Normal,Male,Health and beauty,18.11,10,2019-03-13,11:46:00,Ewallet,5.9,9.055,190.155,Mandalay
2313,573-10-3877,B,Member,Male,Health and beauty,39.01,1,2019-03-12,16:46:00,Credit card,4.7,1.9505,40.960499999999996,Mandalay
2316,396-90-2219,B,Normal,Female,Electronic accessories,14.96,8,2019-02-23,12:29:00,Cash,8.6,5.984000000000001,125.664,Mandalay
2322,532-59-7201,B,Member,Male,Sports and travel,79.93,6,2019-01-31,14:04:00,Cash,5.5,23.979000000000003,503.559,Mandalay
2337,276-54-0879,B,Normal,Male,Sports and travel,97.74,4,2019-03-12,19:53:00,Ewallet,6.4,19.548000000000002,410.508,Mandalay
2340,730-61-8757,B,Member,Male,Health and beauty,51.13,4,2019-01-25,10:11:00,Credit card,4.0,10.226,214.746,Mandalay
2342,868-81-1752,B,Normal,Male,Home and lifestyle,22.02,9,2019-02-07,18:48:00,Cash,6.8,9.909,208.089,Mandalay
2349,692-27-8933,B,Normal,Female,Sports and travel,57.95,6,2019-02-24,13:02:00,Cash,5.2,17.385,365.08500000000004,Mandalay
2351,374-17-3652,B,Member,Female,Food and beverages,42.82,9,2019-02-05,15:26:00,Credit card,8.9,19.269000000000002,404.649,Mandalay
2352,378-07-7001,B,Member,Male,Electronic accessories,48.09,3,2019-02-10,18:23:00,Credit card,7.8,7.213500000000001,151.48350000000002,Mandalay
2353,433-75-6987,B,Member,Female,Health and beauty,55.97,7,2019-03-05,19:06:00,Ewallet,8.9,19.5895,411.37949999999995,Mandalay
2354,873-95-4984,B,Member,Female,Health and beauty,76.9,7,2019-02-15,20:21:00,Cash,7.7,26.915000000000006,565.215,Mandalay
2361,400-45-1220,B,Normal,Female,Health and beauty,13.5,10,2019-02-27,11:06:00,Credit card,4.8,6.75,141.75,Mandalay
2364,115-99-4379,B,Member,Female,Fashion accessories,54.73,7,2019-03-14,19:02:00,Credit card,8.5,19.1555,402.2655,Mandalay
2365,565-67-6697,B,Member,Male,Home and lifestyle,27.0,9,2019-03-02,14:16:00,Cash,4.8,12.15,255.15,Mandalay
2367,889-04-9723,B,Member,Female,Food and beverages,89.14,4,2019-01-07,12:20:00,Credit card,7.8,17.828,374.388,Mandalay
